CustomerID,CompanyName,Industry,Country,City,Address,SignupDate
106,Gupta Ltd,Manufacturing,India,Satna,"76/57, Kale Chowk, Hajipur-470787",2023-11-09
107,Goswami-Krish,Retail,India,Firozabad,"568, Walia Chowk, Ulhasnagar-690156",2023-05-26
108,"Dada, Wali and Roy",Tech,India,Muzaffarnagar,"58, Kar, Anand 801524",2023-10-31
109,Kanda-Bumb,Retail,India,Gulbarga,"04, Lad Ganj, Akola 033430",2025-06-23
110,Dubey Inc,Retail,India,Mehsana,"51/883, Lal Nagar, Firozabad-262788",2024-10-31
111,Khatri-Shankar,Finance,India,Ballia,"36, Mand Ganj, Bhopal-611325",2023-10-19
112,"Rajagopal, Sachar and Venkatesh",Retail,India,Mahbubnagar,"100, Singh, Orai-428420",2024-01-29
113,Bal-Madan,Manufacturing,India,Bilaspur,"06/345, Ben Street, Dewas 690949",2024-11-05
114,Vyas-Bajaj,Retail,India,Alappuzha,"57, Karan Circle, Ahmedabad 796599",2024-10-19
115,Rout-Shankar,Finance,India,Pimpri-Chinchwad,"68, Srivastava Ganj, Sikar 662434",2025-10-25
116,Bahri Inc,Manufacturing,India,Bilaspur,"86/25, Bains Street, Mangalore-822017",2025-09-22
117,Talwar-Grewal,Healthcare,India,Dharmavaram,"53, Singhal, Bhavnagar 709492",2025-09-10
118,"Agrawal, Ravi and Rout",Retail,India,Allahabad,"01/34, Kothari Nagar, Shimla 494524",2025-10-13
119,"Sachar, Dayal and Mane",Finance,India,Mau,"57/048, Deol Zila, Nandyal 473856",2026-04-21
120,Bhat Ltd,Healthcare,India,Rajahmundry,"67, Tandon, Unnao-915029",2023-10-08
121,Gokhale PLC,Healthcare,India,Kadapa,"75, Sangha, Anantapuram-658289",2025-01-13
122,Divan and Sons,Tech,India,Panchkula,"72/58, Bains, Bhavnagar-644962",2023-09-29
123,"Saini, Johal and Deol",Manufacturing,India,Bhilai,"H.No. 50, Uppal Road, Amaravati 763111",2026-01-17
124,Anand PLC,Retail,India,Munger,"620, Kapoor Marg, Jhansi 040695",2025-07-18
125,Hayer Ltd,Finance,India,Dibrugarh,"H.No. 57, Roy Path, Thrissur 715692",2024-01-31
126,Som PLC,Tech,India,Bahraich,"069, Dass, Kozhikode-519497",2025-03-24
127,Bora-Ramanathan,Manufacturing,India,Durgapur,"H.No. 13, Seth Circle, Pune 159992",2025-10-03
128,Kade and Sons,Tech,India,Haridwar,"H.No. 757, Madan, Saharsa 607386",2026-03-16
129,"Chahal, Zacharia and Korpal",Manufacturing,India,Raichur,"H.No. 09, Dora Ganj, Fatehpur 849730",2025-05-04
130,Ravi Ltd,Manufacturing,India,Indore,"H.No. 36, Gola Circle, Rohtak 283375",2024-07-28
131,"Dua, Verma and Bali",Retail,India,Raebareli,"70, Saxena Ganj, Maheshtala 254306",2025-04-09
132,Kohli Group,Manufacturing,India,Hyderabad,"47, Lall Marg, Kamarhati-764069",2024-10-13
133,Ahluwalia-Deshmukh,Tech,India,Vijayawada,"261, Mammen Nagar, Hazaribagh 149827",2025-02-10
134,Ghosh-Kalla,Manufacturing,India,Bhubaneswar,"65/63, Aggarwal, Kavali 294779",2023-09-27
135,Madan Inc,Retail,India,Bangalore,"28, Sen Nagar, Miryalaguda 369195",2026-01-06
136,Bava and Sons,Retail,India,Bhagalpur,"93/459, Saini Chowk, Kishanganj-273804",2024-04-21
137,Shan-Konda,Tech,India,Latur,"H.No. 953, Magar Street, Haldia 345297",2024-06-12
138,Borde-Saha,Healthcare,India,Nagercoil,"562, Wason, Jodhpur-808990",2024-05-12
139,Walia-Saxena,Healthcare,India,Anantapuram,"28, Kapadia, Panipat-150684",2023-05-29
140,Balasubramanian Inc,Manufacturing,India,Anantapuram,"39/88, Saraf Nagar, Vijayanagaram-796522",2024-12-04
141,Lala-Apte,Finance,India,Sultan Pur Majra,"06/82, Ramachandran Path, Bellary-558346",2024-09-06
142,Taneja-Madan,Manufacturing,India,Hubli–Dharwad,"H.No. 37, Brar Marg, Mau-967797",2025-02-07
143,Chandran Ltd,Tech,India,Guntur,"308, Malhotra Path, Thanjavur-053001",2025-10-07
144,"Sabharwal, Ramachandran and Sachar",Tech,India,Etawah,"H.No. 246, Khalsa Zila, Udupi 585487",2023-12-02
145,"Ram, Sarma and Chahal",Tech,India,Vadodara,"H.No. 21, Chaudry Street, Jalna-733132",2024-03-02
146,"Krish, Bhandari and Yadav",Tech,India,Nanded,"62, Vaidya Circle, Solapur-664974",2024-10-06
147,Chadha Ltd,Tech,India,Faridabad,"88/794, Chacko Marg, Panihati-437340",2024-02-29
148,"Kala, Manda and Hari",Retail,India,Bihar Sharif,"H.No. 78, Bhardwaj Path, Imphal-606914",2026-02-06
149,Deol LLC,Healthcare,India,Bulandshahr,"92/57, Ganesan, Vijayawada-830378",2023-08-24
150,Bakshi LLC,Tech,India,Hindupur,"H.No. 28, Kade Zila, Moradabad 926080",2025-02-15
151,Khurana-Chadha,Finance,India,Latur,"H.No. 948, Shan, Jhansi 933583",2025-02-04
152,Kakar-Raja,Finance,India,Shivpuri,"00, Kumar Path, Patiala-370703",2024-07-23
153,Guha PLC,Finance,India,Hapur,"74/720, Bora Road, Singrauli-896966",2024-12-16
154,"Kuruvilla, Dhillon and Lala",Finance,India,Rajpur Sonarpur,"30, Sagar Road, Vadodara-286929",2024-10-31
155,Dass Ltd,Retail,India,Alwar,"H.No. 15, Shenoy Path, Naihati 440564",2026-02-18
156,Dugar PLC,Finance,India,Kochi,"54, Vora Nagar, Bidar 394970",2025-11-12
157,Dugar Group,Tech,India,Kolkata,"956, Rao Ganj, Thane 207753",2024-11-30
158,"Behl, Manne and Ramachandran",Manufacturing,India,Lucknow,"H.No. 18, Bhat Marg, Rewa 863985",2024-05-22
159,Gupta PLC,Finance,India,Bilaspur,"161, Chaudhari Zila, Singrauli 017027",2023-06-14
160,Buch-Doctor,Retail,India,Bangalore,"H.No. 110, Bali Chowk, Kavali 204259",2023-05-07
161,"Kannan, Sidhu and Singh",Retail,India,Bhilwara,"780, Tata Path, Eluru 032829",2024-03-04
162,Arya-Korpal,Finance,India,Kochi,"H.No. 836, Kaul Path, Srinagar-363465",2023-11-16
163,"Ram, Thaman and Kakar",Manufacturing,India,Srikakulam,"41/417, Bhakta Street, Rohtak-104636",2026-04-11
164,"Amble, Vala and Khare",Finance,India,Patna,"50, Sahni Street, Naihati-116750",2025-09-29
165,"Khatri, Ramesh and Gera",Retail,India,Secunderabad,"H.No. 79, Doctor Street, Dibrugarh-559474",2023-10-11
166,"Kant, Devi and Kalla",Healthcare,India,Siliguri,"90, Sarma, Ramagundam 630457",2024-02-20
167,Buch-Deep,Tech,India,Bahraich,"23/50, Gill Chowk, Bathinda 242862",2025-04-10
168,"Chana, Bhakta and Dalal",Retail,India,Saharanpur,"53, Badal Road, Kalyan-Dombivli-886294",2024-05-17
169,"Aggarwal, Mallick and Chandra",Finance,India,Jabalpur,"23, Batra Road, Mathura 753449",2023-09-30
170,Ravel-Dutt,Tech,India,Amroha,"24/62, Sarna Zila, Panihati 139598",2024-02-06
171,"Malhotra, Sarkar and Andra",Finance,India,Asansol,"20, Varghese Zila, Jammu-038412",2024-06-24
172,Anne-Rajagopalan,Finance,India,Tadepalligudem,"72, Kannan Street, Burhanpur-927196",2024-06-09
173,Mani-Krishnan,Healthcare,India,Bharatpur,"43/98, Shan Road, Bhind 375007",2026-03-29
174,"Batta, Ranganathan and Halder",Tech,India,Jamshedpur,"84, Thakur Marg, Howrah 398169",2024-03-03
175,Gola LLC,Tech,India,Jehanabad,"305, Ravi Ganj, Ozhukarai 881629",2023-11-16
176,Iyer-Dhaliwal,Healthcare,India,Phusro,"25/955, Bhatti Path, Rajpur Sonarpur-018870",2024-12-13
177,Dara Ltd,Retail,India,Gandhidham,"H.No. 662, Rattan Ganj, Jhansi-886088",2025-09-18
178,Krishnan Inc,Finance,India,Sagar,"90/094, Buch Street, Gwalior-491980",2023-07-23
179,"Lal, Kothari and Agarwal",Manufacturing,India,Gurgaon,"94/54, Dey Road, Dehradun-840345",2025-02-26
180,Agrawal-Dara,Finance,India,Tiruchirappalli,"16/994, Lanka Zila, Jhansi 753881",2023-05-17
181,Sathe-Kumer,Finance,India,Berhampur,"75/80, Cheema Road, Tadipatri-343829",2024-07-02
182,Sarna-Banik,Retail,India,Cuttack,"148, Malhotra, Rewa-123831",2024-12-28
183,"Chaudhuri, Anne and Trivedi",Finance,India,Bidar,"H.No. 427, Khanna Nagar, Nadiad 404616",2024-11-24
184,"Kata, Dubey and Saran",Healthcare,India,Shimoga,"H.No. 31, Hegde Circle, Ramagundam-274863",2024-04-16
185,Gala-Dubey,Healthcare,India,Karnal,"91/79, Bahri Zila, Madhyamgram-975281",2024-07-02
186,Barman-Jha,Tech,India,Anantapur,"02, Wadhwa Chowk, Gudivada-270323",2025-06-10
187,Kant-Behl,Manufacturing,India,Bikaner,"793, Ratti Chowk, Begusarai-636883",2025-04-29
188,"Contractor, Kapadia and Manda",Finance,India,Hindupur,"H.No. 77, Handa Marg, Hajipur 961909",2025-06-26
189,"Majumdar, Saxena and Gara",Finance,India,Amaravati,"18/562, Manne Street, Berhampore-282098",2024-11-27
190,Subramaniam LLC,Retail,India,Suryapet,"H.No. 53, Khatri Marg, Firozabad 839758",2023-05-11
191,"Bose, Rajan and Baral",Healthcare,India,Khandwa,"H.No. 822, Mangal Marg, Kharagpur 282271",2025-02-28
192,"Bala, Sehgal and Dasgupta",Manufacturing,India,Kavali,"H.No. 878, Kala Road, Dhanbad 447311",2023-08-19
193,Sheth PLC,Tech,India,Nadiad,"H.No. 313, Ahluwalia Zila, Unnao-395762",2023-09-13
194,Som Ltd,Healthcare,India,Giridih,"H.No. 509, Gokhale Path, South Dumdum-542305",2025-11-29
195,Bir-Hora,Tech,India,Udupi,"94, Datta Nagar, Kadapa 151623",2023-05-20
196,"Sanghvi, Behl and Subramanian",Retail,India,Meerut,"H.No. 943, Shukla Chowk, Nagaon 364131",2025-06-22
197,Kala-Chacko,Retail,India,Bhavnagar,"85/24, Gour Path, Guntakal-070318",2025-02-04
198,Chaudry PLC,Finance,India,Malegaon,"91, Lanka Circle, Pune 885085",2025-01-22
199,"Rattan, Shetty and Butala",Manufacturing,India,Narasaraopet,"447, Dayal, Sultan Pur Majra 822619",2025-08-02
200,Ravel-Shan,Tech,India,Asansol,"785, Bains Street, Amravati 055452",2023-11-14
201,Tailor LLC,Healthcare,India,Indore,"11/614, Sibal Marg, Bidar 502133",2023-07-31
202,"Vig, Sharma and Ahluwalia",Retail,India,Salem,"H.No. 64, Kothari, Jhansi-217364",2023-05-27
203,"Kapoor, Vohra and Dalal",Finance,India,Sonipat,"48/288, Badami Ganj, Kozhikode-464803",2023-10-08
204,"Aurora, Borah and Saraf",Finance,India,Howrah,"17/454, Kuruvilla Road, Warangal-578022",2025-07-25
205,Shetty Group,Tech,India,Tirupati,"96/67, Sawhney Circle, Bahraich 327768",2025-09-07
206,"Varma, Gill and Bera",Retail,India,Rajkot,"52/075, Dalal, Korba-087666",2025-08-19
207,Bala Ltd,Manufacturing,India,Dharmavaram,"H.No. 32, Venkataraman, Siwan 309102",2026-01-26
208,Contractor Inc,Retail,India,Madanapalle,"62, Konda Nagar, Malda 273944",2025-01-17
209,"Dasgupta, Sankar and Dugar",Tech,India,Tumkur,"70/778, Suri, Rajkot-250556",2026-01-10
210,Wable PLC,Tech,India,North Dumdum,"69/614, Chaudhry Path, Sagar 698455",2023-10-19
211,Thakur PLC,Retail,India,Malegaon,"83/61, Mallick Zila, Srinagar-523424",2024-08-26
212,Kalita-Thaker,Tech,India,Tiruppur,"04/397, Bumb Chowk, Coimbatore-787156",2023-12-01
213,"Chokshi, Madan and Chada",Retail,India,Anantapur,"H.No. 837, Sheth Nagar, Bardhaman 598196",2025-09-30
214,Ahuja-Buch,Healthcare,India,Muzaffarpur,"668, Shankar Chowk, Aurangabad-526888",2023-10-01
215,Tella-Issac,Retail,India,Ulhasnagar,"48, Gill Circle, Bhatpara 943647",2024-03-31
216,"Varty, Gara and Sengupta",Retail,India,Uluberia,"H.No. 054, Kalla Nagar, Rajpur Sonarpur-380368",2025-06-10
217,Bera-Anand,Tech,India,Raiganj,"25/912, Dugar Chowk, Kakinada-112952",2025-10-16
218,Dar-Mann,Tech,India,Bellary,"79, Gade Nagar, Kurnool 101009",2025-08-22
219,Bala-Rajan,Finance,India,Tezpur,"77, Kibe Path, Machilipatnam-189396",2024-03-09
220,"Gala, Yadav and Mahajan",Finance,India,Hospet,"48/537, Kurian Ganj, Ichalkaranji 159238",2025-11-18
221,Lalla-Contractor,Healthcare,India,Madhyamgram,"H.No. 33, Shanker, Maheshtala-759733",2025-08-22
222,"Rana, Thaker and Thaman",Finance,India,Belgaum,"03, Saha Ganj, Ballia 836117",2024-08-28
223,Ratta Ltd,Retail,India,Karawal Nagar,"12/37, Devan Ganj, Kolkata-187885",2024-11-28
224,Choudhry LLC,Tech,India,Akola,"07, Gour Circle, Amritsar-136689",2024-09-07
225,Din-Suri,Finance,India,Aligarh,"905, Kara Circle, Dibrugarh-316966",2025-06-06
226,"Joshi, Kohli and Lad",Finance,India,Loni,"92/31, Char Ganj, Motihari 918759",2024-06-21
227,Varma-Karnik,Healthcare,India,Jhansi,"54, Roy Circle, Kollam 809424",2023-06-15
228,Sani Group,Healthcare,India,Muzaffarnagar,"H.No. 42, Mangal Path, Anand-224659",2025-04-20
229,Chaudhary-Kothari,Retail,India,Adoni,"78/70, Chaudhry Chowk, Karawal Nagar-757263",2024-06-25
230,Gola Ltd,Tech,India,Pondicherry,"41/14, Aurora Marg, Bhiwandi-505971",2024-01-22
231,Sami-Sen,Healthcare,India,Rajahmundry,"75/80, Batta Ganj, Ghaziabad-093786",2024-09-11
232,Ramesh PLC,Finance,India,Buxar,"73, Bora Path, Arrah-934238",2025-04-25
233,"Srinivasan, Wagle and Shenoy",Tech,India,Khora ,"894, Gupta, Kirari Suleman Nagar-590460",2025-07-11
234,Dara Group,Tech,India,Varanasi,"48/66, Ranganathan Circle, Panvel-538301",2025-10-19
235,"Raval, Som and Maharaj",Finance,India,Patiala,"H.No. 509, Chhabra Ganj, Ludhiana-823625",2023-09-20
236,Dara and Sons,Healthcare,India,Nandyal,"H.No. 978, Soman Street, Dhanbad 363811",2026-03-24
237,"Gill, Dora and Jayaraman",Finance,India,Sangli-Miraj & Kupwad,"65/26, Chacko Zila, Anantapuram 646773",2024-07-31
238,"Sem, Garg and Bedi",Tech,India,Chandrapur,"15/345, Bala Road, Kavali-159946",2023-11-19
239,Dixit-Jhaveri,Manufacturing,India,Sri Ganganagar,"22, Dhingra Ganj, Tiruvottiyur 741736",2026-04-15
240,Randhawa PLC,Manufacturing,India,Uluberia,"84, Comar Path, Motihari 812078",2024-04-08
241,Bhatt PLC,Retail,India,Dindigul,"63, Sood Street, Gwalior-649578",2023-12-07
242,"Apte, Cherian and Sandal",Finance,India,Burhanpur,"66, Krish Marg, Orai 274033",2026-03-17
243,Yogi Inc,Finance,India,Yamunanagar,"57, Tella Road, Hosur 832035",2026-01-22
244,Cherian Ltd,Retail,India,Kishanganj,"69/28, Mane Ganj, Unnao-310173",2023-06-01
245,Tank Ltd,Retail,India,Pali,"35, Reddy Path, Bhimavaram-427543",2024-09-09
246,"Sharma, Kant and Amble",Retail,India,Madhyamgram,"H.No. 08, Shroff Chowk, Berhampore-331703",2025-08-06
247,Bhavsar-Lad,Tech,India,Bhubaneswar,"77/936, Tella Zila, Gopalpur-683038",2025-01-30
248,Babu and Sons,Finance,India,Rourkela,"H.No. 089, Bhakta Nagar, Nagpur 320502",2024-03-18
249,Bhakta Group,Tech,India,New Delhi,"87/361, Dass Road, Jaipur-758755",2024-12-31
250,Raval Group,Retail,India,Bhiwandi,"H.No. 06, Hayer Chowk, Deoghar-667695",2024-04-08
251,Kamdar-Buch,Finance,India,Jodhpur,"29/68, Bora Circle, Guntakal-100388",2024-10-18
252,Kari-Brahmbhatt,Tech,India,Loni,"808, Jha Circle, Buxar-723420",2025-12-29
253,"Kothari, Chatterjee and Raman",Tech,India,Raebareli,"16/620, Vaidya Path, Guna 286520",2024-11-05
