PaymentID,OrderID,PaymentDate,AmountPaid,PaymentMethod
187,187,2025-06-19,36699.75,Card
188,188,2025-04-30,18573.07,UPI
189,189,2026-01-29,22209.55,Bank Transfer
190,190,2026-02-10,19307.68,Bank Transfer
191,191,2026-01-09,48207.68,Card
192,192,2025-11-20,32128.7,UPI
193,193,2026-03-11,35688.85,Bank Transfer
194,194,2025-11-11,3710.22,Bank Transfer
195,195,2025-06-18,14750.55,Bank Transfer
196,196,2025-09-23,31134.4,UPI
197,197,2025-10-09,22976.93,Bank Transfer
198,198,2025-07-12,39317.24,Card
199,199,2026-03-10,9792.7,Bank Transfer
200,200,2025-12-05,12681.83,UPI
201,201,2026-03-20,31332.83,Bank Transfer
202,202,2026-01-01,26704.69,Card
203,203,2025-09-17,4103.1,UPI
204,204,2026-02-21,25232.26,UPI
205,205,2025-10-26,16074.72,UPI
206,206,2025-09-08,36088.35,UPI
207,207,2026-01-27,44851.42,UPI
208,208,2026-03-30,8708.79,Bank Transfer
209,209,2025-09-19,44240.9,Bank Transfer
210,210,2026-03-01,10666.1,Card
211,211,2025-08-04,41046.65,Bank Transfer
212,212,2025-11-07,33209.39,Bank Transfer
213,213,2025-11-24,17681.28,Card
214,214,2025-11-22,27847.39,Bank Transfer
215,215,2025-06-14,11068.01,Card
216,216,2026-03-11,41299.89,UPI
217,217,2026-02-04,24889.03,Card
218,218,2025-10-23,24234.56,Bank Transfer
219,219,2026-04-20,6281.36,Bank Transfer
220,220,2025-05-16,46962.25,Card
221,221,2026-02-24,18267.72,UPI
222,222,2025-05-03,38715.68,Bank Transfer
223,223,2025-09-30,36451.4,Card
224,224,2025-07-05,1813.06,Bank Transfer
225,225,2025-12-30,41386.11,UPI
226,226,2026-02-07,18175.09,UPI
227,227,2025-06-27,22924.27,Bank Transfer
228,228,2026-02-05,22042.42,Card
229,229,2025-07-02,33012.28,Bank Transfer
230,230,2026-03-29,12663.75,Card
231,231,2025-10-01,29670.47,Card
232,232,2025-07-12,21868.62,UPI
233,233,2025-07-20,15945.99,Card
234,234,2025-11-02,4525.33,Bank Transfer
235,235,2025-07-22,41324.36,UPI
236,236,2025-11-13,41211.71,Card
237,237,2025-11-11,31890.69,Bank Transfer
238,238,2025-09-29,1852.56,Bank Transfer
239,239,2026-03-05,30666.15,Card
240,240,2025-08-23,45438.72,UPI
241,241,2025-09-16,46335.72,Card
242,242,2025-12-03,11156.42,UPI
243,243,2026-02-01,34898.73,UPI
244,244,2026-04-12,28685.39,Card
245,245,2025-06-11,49902.05,UPI
246,246,2026-02-15,33407.18,Card
247,247,2026-02-10,29166.52,Card
248,248,2025-09-13,26627.53,UPI
249,249,2026-03-29,14371.79,UPI
250,250,2025-05-25,23181.26,Bank Transfer
251,251,2025-10-19,5481.71,Bank Transfer
252,252,2026-04-12,40553.68,Bank Transfer
253,253,2026-04-03,8825.77,Bank Transfer
254,254,2025-06-12,17131.02,Card
255,255,2026-01-18,11246.97,Card
256,256,2026-02-13,31464.8,Card
257,257,2026-04-14,44343.87,UPI
258,258,2026-04-18,43999.13,Card
259,259,2026-02-05,34778.43,Card
260,260,2026-03-14,4118.58,UPI
261,261,2026-04-15,21374.53,Card
262,262,2026-01-16,33904.75,UPI
263,263,2026-04-08,14002.39,Bank Transfer
264,264,2025-12-07,45427.68,Card
265,265,2025-05-09,35783.27,Bank Transfer
266,266,2025-09-01,19925.44,Bank Transfer
267,267,2026-03-23,41969.11,Bank Transfer
268,268,2025-11-22,2858.71,Card
269,269,2026-01-28,31219.64,Card
270,270,2025-08-31,44430.29,UPI
271,271,2025-12-09,24530.27,UPI
272,272,2025-11-14,10339.86,Bank Transfer
273,273,2025-11-11,35904.23,Bank Transfer
274,274,2025-10-16,4809.08,Bank Transfer
275,275,2025-10-20,30964.82,Bank Transfer
276,276,2025-08-24,42601.9,Bank Transfer
277,277,2026-04-03,16393.73,UPI
278,278,2025-04-28,24427.44,Card
279,279,2025-11-15,7848.85,Card
280,280,2026-02-23,15853.88,Card
281,281,2025-10-23,46487.33,Bank Transfer
282,282,2025-08-28,16538.28,Card
283,283,2026-01-22,8792.1,Bank Transfer
284,284,2025-11-26,11612.95,UPI
285,285,2025-10-09,37773.94,Bank Transfer
286,286,2026-03-18,24784.0,Card
287,287,2025-08-23,36426.77,UPI
288,288,2026-03-10,37844.47,Bank Transfer
289,289,2026-03-20,41607.12,Bank Transfer
290,290,2025-08-27,46520.07,Bank Transfer
291,291,2026-03-22,47421.22,Bank Transfer
292,292,2025-11-18,34829.42,Card
293,293,2025-10-08,26617.87,Card
294,294,2025-11-22,30190.22,UPI
295,295,2025-12-25,24153.55,Card
296,296,2025-07-04,44956.01,Bank Transfer
297,297,2026-01-09,19085.59,Bank Transfer
298,298,2025-05-28,47453.34,UPI
299,299,2026-04-01,11328.59,UPI
300,300,2025-08-16,37703.28,Bank Transfer
301,301,2025-12-05,32222.38,UPI
302,302,2025-09-22,26268.42,Card
303,303,2025-11-29,38933.68,Card
304,304,2025-11-17,41834.95,Card
305,305,2025-11-20,16542.28,Card
306,306,2026-04-13,17743.64,UPI
307,307,2025-06-22,28588.87,Bank Transfer
308,308,2025-06-09,4051.5,UPI
309,309,2026-04-20,17639.27,Bank Transfer
310,310,2025-11-17,41992.23,UPI
311,311,2025-08-24,19411.94,Card
312,312,2025-09-18,562.9,Card
313,313,2026-03-07,15670.74,Bank Transfer
314,314,2025-10-16,44358.75,Card
315,315,2025-06-23,21059.89,UPI
316,316,2025-05-26,26918.28,UPI
317,317,2026-02-26,13743.92,UPI
318,318,2025-10-15,23909.02,UPI
319,319,2025-08-09,18175.17,Card
320,320,2025-08-11,1778.74,Bank Transfer
321,321,2025-07-06,12513.55,Card
322,322,2026-01-26,48962.47,UPI
323,323,2025-07-25,33115.08,Card
324,324,2025-11-27,43542.46,Card
325,325,2025-09-24,13158.16,Bank Transfer
326,326,2025-08-06,35568.18,Bank Transfer
327,327,2026-04-08,36633.41,Card
328,328,2025-10-11,1706.14,Card
329,329,2025-12-31,37782.92,Card
330,330,2025-05-18,35246.39,Card
331,331,2026-03-22,21437.47,Card
332,332,2025-05-29,4003.8,UPI
333,333,2025-05-18,3834.59,Card
334,334,2025-11-16,34825.85,UPI
335,335,2026-02-27,4576.24,Card
336,336,2026-03-09,48958.07,UPI
337,337,2025-08-12,41210.51,Card
338,338,2025-11-18,25201.99,Card
339,339,2026-04-08,21163.8,UPI
340,340,2026-02-10,33631.89,UPI
341,341,2025-11-26,7339.47,Bank Transfer
342,342,2026-03-19,40752.11,Bank Transfer
343,343,2025-09-01,43173.37,Card
344,344,2025-12-24,892.19,UPI
345,345,2025-10-31,45226.83,Card
346,346,2026-01-18,2338.7,Bank Transfer
347,347,2025-12-30,10226.63,Bank Transfer
348,348,2025-10-29,31838.19,Bank Transfer
349,349,2026-03-27,48250.56,UPI
350,350,2025-07-28,2278.39,UPI
351,351,2025-06-08,41587.43,Bank Transfer
352,352,2025-10-10,49489.64,UPI
353,353,2025-10-04,45543.66,UPI
354,354,2025-08-03,8198.03,UPI
355,355,2025-11-09,35744.96,Card
356,356,2026-03-27,20821.74,UPI
357,357,2026-04-16,12868.25,Card
358,358,2026-01-30,31780.81,Bank Transfer
359,359,2025-05-11,14442.58,UPI
360,360,2025-06-27,3983.78,Bank Transfer
361,361,2026-02-03,21961.42,Bank Transfer
362,362,2025-12-13,45229.35,Bank Transfer
363,363,2025-10-19,17964.56,Bank Transfer
364,364,2025-05-27,44583.22,UPI
365,365,2025-08-24,14730.92,UPI
366,366,2025-05-11,41050.87,Card
367,367,2025-05-21,36024.18,Bank Transfer
368,368,2025-10-27,13982.28,UPI
369,369,2026-04-13,2455.8,UPI
370,370,2025-09-18,14092.42,UPI
371,371,2025-07-14,35773.42,Card
372,372,2025-12-11,42205.41,UPI
373,373,2026-02-28,39992.97,UPI
374,374,2025-09-01,1391.86,Card
375,375,2026-04-09,43722.34,Bank Transfer
376,376,2025-08-16,9863.55,Card
377,377,2026-03-16,12686.81,UPI
378,378,2025-06-23,14598.6,UPI
379,379,2025-07-16,16831.26,UPI
380,380,2025-10-31,24746.15,UPI
381,381,2026-02-16,30327.53,Bank Transfer
382,382,2025-05-20,37296.69,Bank Transfer
383,383,2026-01-22,35359.79,UPI
384,384,2025-06-14,25310.86,Card
385,385,2025-04-26,10830.14,UPI
386,386,2025-06-06,13380.8,Bank Transfer
387,387,2025-08-01,47323.52,Bank Transfer
388,388,2026-03-03,6852.57,Bank Transfer
389,389,2025-09-14,40406.46,Bank Transfer
390,390,2025-09-22,3181.41,UPI
391,391,2025-12-14,48637.59,UPI
392,392,2025-06-14,42541.09,UPI
393,393,2026-04-09,24582.24,Card
394,394,2025-08-08,48399.69,Card
395,395,2026-03-12,17275.95,Bank Transfer
396,396,2025-10-08,27357.67,UPI
397,397,2025-05-23,10213.61,Bank Transfer
398,398,2025-09-19,32405.33,UPI
399,399,2025-06-05,8601.8,UPI
400,400,2025-10-18,7141.82,Card
401,401,2026-01-16,6197.07,Bank Transfer
402,402,2025-08-23,8345.76,Card
403,403,2025-12-19,38635.96,Bank Transfer
404,404,2026-02-26,18820.14,UPI
405,405,2025-12-21,43650.07,UPI
406,406,2026-02-13,45158.29,Card
407,407,2025-09-05,3030.59,UPI
408,408,2026-03-15,9574.72,UPI
409,409,2025-10-28,13003.64,Card
410,410,2025-12-27,6428.28,Card
411,411,2025-05-13,43186.93,Bank Transfer
412,412,2025-09-04,1905.99,UPI
413,413,2026-02-26,29010.15,Bank Transfer
414,414,2026-03-29,29640.69,UPI
415,415,2026-04-03,40905.55,Card
416,416,2025-05-26,44155.9,Bank Transfer
417,417,2025-10-24,41052.16,UPI
418,418,2025-12-08,24820.22,Bank Transfer
419,419,2025-09-24,16800.75,Bank Transfer
420,420,2025-09-05,38875.52,Card
421,421,2026-03-02,25789.98,UPI
422,422,2025-10-12,734.0,UPI
423,423,2026-04-12,22829.6,Bank Transfer
424,424,2025-07-22,24645.94,UPI
425,425,2026-02-09,13164.81,UPI
426,426,2026-03-04,29997.22,UPI
427,427,2025-07-26,12416.92,Card
428,428,2026-03-18,42421.81,Card
429,429,2026-02-11,31265.72,Bank Transfer
430,430,2025-11-18,41602.38,Card
431,431,2026-03-17,26319.51,UPI
432,432,2025-07-16,2552.34,UPI
433,433,2026-01-19,3164.42,UPI
434,434,2025-12-16,21377.29,Card
435,435,2025-12-23,12516.2,UPI
436,436,2026-02-11,970.31,Bank Transfer
437,437,2025-08-27,49082.7,Card
438,438,2025-09-04,27001.51,Card
439,439,2025-08-05,43591.72,UPI
440,440,2025-06-19,33460.36,Card
441,441,2025-11-30,17379.84,UPI
442,442,2025-12-11,33044.2,Bank Transfer
443,443,2025-09-23,16987.17,UPI
444,444,2025-06-28,1026.74,Bank Transfer
445,445,2025-06-28,20637.11,Bank Transfer
446,446,2026-02-12,24555.88,Card
447,447,2025-12-11,30829.07,Bank Transfer
448,448,2025-04-24,31499.76,Bank Transfer
449,449,2025-08-07,2551.14,UPI
450,450,2025-10-27,7321.94,Card
451,451,2025-11-06,15923.58,UPI
452,452,2025-09-18,44775.8,Card
453,453,2025-05-22,16681.12,Card
454,454,2026-01-10,16176.78,UPI
455,455,2026-02-25,7448.2,Bank Transfer
456,456,2025-09-12,3395.9,Bank Transfer
457,457,2025-06-27,40520.68,UPI
458,458,2026-02-16,11942.17,Card
459,459,2025-09-21,19791.6,Card
460,460,2025-10-26,40254.29,UPI
461,461,2026-02-22,27051.24,Bank Transfer
462,462,2025-04-25,38868.15,UPI
463,463,2025-08-22,22227.13,UPI
464,464,2026-02-19,12714.9,Bank Transfer
465,465,2026-02-03,30873.87,Bank Transfer
466,466,2026-03-20,18962.16,UPI
467,467,2025-10-31,9259.23,Bank Transfer
468,468,2025-10-06,23352.84,Card
469,469,2026-04-14,15240.93,Bank Transfer
470,470,2025-06-28,45842.1,UPI
471,471,2026-03-02,48924.85,Card
472,472,2025-04-23,1675.23,Card
473,473,2025-10-03,17075.69,Bank Transfer
474,474,2025-04-28,5450.6,Card
475,475,2026-04-08,35692.97,Card
476,476,2025-08-04,38760.01,Card
477,477,2026-01-11,19230.42,UPI
478,478,2025-08-08,49266.44,Bank Transfer
479,479,2026-03-26,10900.97,Bank Transfer
480,480,2025-05-03,10732.8,Bank Transfer
481,481,2025-12-06,47880.32,Bank Transfer
482,482,2026-02-24,33136.09,Bank Transfer
483,483,2025-07-09,13748.12,Card
484,484,2025-09-12,13819.97,Bank Transfer
485,485,2026-01-12,5955.34,Card
486,486,2026-02-13,7539.43,Bank Transfer
487,487,2025-04-29,2076.57,Bank Transfer
488,488,2026-03-31,34816.86,UPI
489,489,2025-09-26,28208.49,UPI
490,490,2025-09-11,49184.02,Card
491,491,2025-12-12,46328.97,UPI
492,492,2025-09-02,5057.58,UPI
493,493,2025-10-28,20959.65,Card
494,494,2025-04-30,49659.37,UPI
495,495,2025-11-01,46165.01,Bank Transfer
496,496,2025-05-07,4364.29,Bank Transfer
497,497,2025-06-17,28939.27,UPI
498,498,2025-06-10,18629.29,UPI
499,499,2025-11-05,26315.67,UPI
500,500,2026-04-20,31322.16,Bank Transfer
501,501,2026-04-19,10431.08,Bank Transfer
502,502,2026-03-08,16245.52,Bank Transfer
503,503,2025-04-28,43521.88,Bank Transfer
504,504,2025-06-01,47058.13,Card
505,505,2025-04-27,23731.75,UPI
506,506,2025-12-24,29588.22,UPI
507,507,2025-12-02,13425.82,UPI
508,508,2026-01-02,38315.76,Card
509,509,2025-10-05,6947.68,Bank Transfer
510,510,2025-05-05,15126.24,UPI
511,511,2025-12-12,13513.5,Card
512,512,2025-07-28,42623.61,Bank Transfer
513,513,2026-04-14,40774.43,Bank Transfer
514,514,2026-02-02,36859.39,Bank Transfer
515,515,2025-09-09,40252.3,Card
516,516,2025-07-22,12202.5,Card
517,517,2025-09-02,7120.36,Card
518,518,2025-10-05,44460.08,Card
519,519,2025-09-28,37234.35,Bank Transfer
520,520,2026-02-06,45400.71,Card
521,521,2025-08-27,30691.84,UPI
522,522,2026-03-02,5920.28,Bank Transfer
523,523,2026-02-16,44292.39,Bank Transfer
524,524,2025-10-11,14406.06,Card
525,525,2025-08-13,22278.85,Bank Transfer
526,526,2025-05-04,47521.2,UPI
527,527,2025-11-28,46241.75,Card
528,528,2025-12-15,40971.23,UPI
529,529,2026-01-11,36165.61,Card
530,530,2025-12-13,3250.23,Card
531,531,2025-11-18,11636.44,UPI
532,532,2026-03-24,42067.58,UPI
533,533,2026-03-09,46108.65,UPI
534,534,2025-12-29,20170.31,Bank Transfer
535,535,2025-09-01,24639.74,Bank Transfer
536,536,2026-01-21,48244.64,UPI
537,537,2026-01-02,13114.11,Card
538,538,2026-04-03,41770.15,Bank Transfer
539,539,2025-08-10,30110.25,Card
540,540,2026-01-01,36004.74,Bank Transfer
541,541,2026-01-07,44485.08,UPI
542,542,2025-09-10,29535.14,Card
543,543,2025-09-19,2326.88,Bank Transfer
544,544,2025-08-09,1292.82,Card
545,545,2025-12-12,948.5,Card
546,546,2025-08-03,39237.71,Card
547,547,2026-02-11,30745.42,UPI
548,548,2025-08-22,18516.0,Card
549,549,2026-01-06,16265.73,UPI
550,550,2025-06-07,22635.98,Card
551,551,2025-08-13,17306.93,UPI
552,552,2026-04-17,48114.84,Card
553,553,2026-01-30,27572.75,Card
554,554,2025-06-02,18396.53,Bank Transfer
555,555,2025-10-20,6127.16,Card
556,556,2026-02-17,6613.68,UPI
557,557,2025-12-11,14211.25,Card
558,558,2025-12-01,8739.25,Card
559,559,2025-07-03,5588.71,UPI
560,560,2025-12-08,45632.69,UPI
561,561,2025-10-15,34458.97,Card
562,562,2025-06-13,40209.29,Card
563,563,2025-05-25,30126.66,Bank Transfer
564,564,2025-11-08,44471.88,UPI
565,565,2025-04-28,5550.05,UPI
566,566,2026-03-28,10916.55,Bank Transfer
567,567,2026-02-15,3256.83,UPI
568,568,2025-11-30,27777.91,Card
569,569,2025-09-10,27320.39,Card
570,570,2025-06-10,36910.95,Card
571,571,2025-07-03,25103.32,Bank Transfer
572,572,2026-04-10,3119.99,UPI
573,573,2025-12-08,1406.34,UPI
574,574,2025-11-26,37460.01,UPI
575,575,2025-06-07,49846.94,UPI
576,576,2026-04-12,44649.87,UPI
577,577,2025-10-19,12737.76,Card
578,578,2025-10-04,1358.83,Card
579,579,2025-08-03,15197.37,UPI
580,580,2025-05-25,47166.55,Bank Transfer
581,581,2026-03-09,35901.45,UPI
582,582,2026-03-24,49595.43,Bank Transfer
583,583,2025-06-20,11538.21,Bank Transfer
584,584,2025-05-19,3589.92,Bank Transfer
585,585,2026-01-19,10840.88,UPI
586,586,2025-05-04,31891.93,Card
587,587,2025-07-15,24109.78,UPI
588,588,2026-02-01,43970.19,Bank Transfer
589,589,2025-09-07,17472.93,Bank Transfer
590,590,2025-08-08,48629.14,Card
591,591,2025-09-30,15999.71,Bank Transfer
592,592,2025-10-15,22382.25,Bank Transfer
593,593,2025-09-22,40894.78,UPI
594,594,2025-11-18,23364.86,Bank Transfer
595,595,2026-03-04,48752.94,Card
596,596,2026-03-10,12220.67,Card
597,597,2025-07-28,43909.44,Bank Transfer
598,598,2025-12-15,42123.2,UPI
599,599,2025-05-02,18853.76,UPI
600,600,2026-01-01,25131.83,UPI
601,601,2025-07-03,41793.67,Bank Transfer
602,602,2025-10-22,35231.85,Bank Transfer
603,603,2026-01-11,2294.03,UPI
604,604,2025-11-27,9895.34,Bank Transfer
605,605,2025-06-21,37050.77,Card
606,606,2026-03-05,42352.12,Card
607,607,2025-12-17,37388.68,Bank Transfer
608,608,2025-09-21,23461.71,UPI
609,609,2025-04-30,24840.72,Card
610,610,2025-11-15,35220.75,Card
611,611,2025-07-24,28397.6,Bank Transfer
612,612,2025-08-03,46679.65,UPI
613,613,2025-05-03,29005.83,UPI
614,614,2025-09-30,17077.91,UPI
615,615,2025-08-11,2175.52,Bank Transfer
616,616,2025-07-20,45826.05,Card
617,617,2025-06-05,23555.9,UPI
618,618,2026-01-02,45525.04,Card
619,619,2025-10-05,43287.13,Card
620,620,2025-09-01,12858.87,UPI
621,621,2026-03-24,30196.66,UPI
622,622,2025-04-27,16800.96,Card
623,623,2025-07-29,33782.03,Card
624,624,2025-08-08,30004.72,Card
625,625,2026-01-12,44344.98,Card
626,626,2025-11-03,21970.41,UPI
627,627,2025-10-12,45388.51,Bank Transfer
628,628,2025-09-13,30967.64,Bank Transfer
629,629,2025-12-25,43746.42,Bank Transfer
630,630,2025-08-22,42151.64,Bank Transfer
631,631,2026-04-01,883.04,Card
632,632,2025-12-27,12518.27,Card
633,633,2025-09-08,848.93,UPI
634,634,2026-01-29,28523.83,UPI
635,635,2026-02-04,8717.71,UPI
636,636,2025-08-10,44572.36,Bank Transfer
637,637,2025-07-09,29309.09,Bank Transfer
638,638,2025-07-25,7979.03,Card
639,639,2025-11-21,42052.37,Card
640,640,2025-06-25,37718.4,Card
641,641,2025-05-21,28400.05,UPI
642,642,2026-02-13,49470.14,Bank Transfer
643,643,2025-07-04,48177.73,Card
644,644,2025-05-30,4773.5,UPI
645,645,2026-02-05,17408.73,UPI
646,646,2025-08-20,5383.89,Card
647,647,2026-02-18,37958.98,Card
648,648,2025-09-29,18324.79,UPI
649,649,2026-02-14,25701.25,Bank Transfer
650,650,2026-01-06,43561.93,Card
651,651,2025-05-16,23851.07,Bank Transfer
652,652,2025-07-08,8947.22,Bank Transfer
653,653,2026-04-20,43019.67,Card
654,654,2025-11-30,2525.42,Bank Transfer
655,655,2025-05-26,6313.46,UPI
656,656,2026-01-02,37862.21,Card
657,657,2025-12-18,29514.55,UPI
658,658,2025-09-03,34072.17,UPI
659,659,2026-01-20,3684.71,Bank Transfer
660,660,2026-03-02,2924.32,Card
661,661,2025-07-26,47917.55,Bank Transfer
662,662,2026-03-14,8315.77,UPI
663,663,2026-04-16,10041.63,UPI
664,664,2025-07-28,41856.27,Bank Transfer
665,665,2025-05-20,46833.99,UPI
666,666,2026-01-30,31090.87,Card
