OrderID,CustomerID,EmployeeID,OrderDate,TotalAmount,DealStage
203,5945,401,2025-09-29,21061.91,Pipeline
204,8675,402,2026-01-03,40029.73,Won
205,2478,444,2026-02-01,30578.95,Pipeline
206,3094,398,2025-09-30,17122.2,Lost
207,8535,346,2026-01-09,40897.4,Won
208,7208,452,2026-03-17,13671.7,Won
209,9655,262,2025-08-09,9263.04,Pipeline
210,9395,400,2025-12-01,5611.22,Pipeline
211,9814,341,2025-12-11,34165.36,Lost
212,6228,427,2025-12-06,14418.13,Pipeline
213,3536,175,2025-08-05,20798.6,Won
214,7005,200,2025-08-30,45971.97,Lost
215,2914,391,2025-11-04,23388.74,Pipeline
216,9382,251,2025-08-01,11917.45,Pipeline
217,2341,462,2026-03-10,36306.54,Won
218,9796,175,2025-10-07,37563.27,Won
219,5290,327,2025-04-23,49522.94,Won
220,598,75,2026-04-01,6211.71,Lost
221,8837,299,2025-12-11,14327.17,Pipeline
222,7146,489,2026-03-30,10495.66,Pipeline
223,2903,468,2025-12-23,28011.04,Pipeline
224,6646,473,2026-01-09,46715.64,Pipeline
225,8956,96,2025-05-16,28492.83,Won
226,7695,339,2026-01-20,12765.72,Lost
227,4831,191,2025-09-30,20108.99,Won
228,7547,51,2025-11-25,38766.51,Won
229,7369,85,2025-12-31,25725.32,Won
230,9835,202,2026-01-16,10840.78,Lost
231,2161,259,2025-12-30,34971.05,Won
232,5879,105,2026-04-09,35038.93,Lost
233,7664,496,2025-08-31,48049.1,Won
234,3750,174,2025-09-13,42757.78,Won
235,2923,241,2025-08-26,42459.72,Pipeline
236,6487,95,2026-04-08,45151.13,Won
237,8113,166,2025-12-21,31432.54,Pipeline
238,8772,103,2025-08-26,24152.25,Pipeline
239,3805,129,2026-04-18,2871.02,Won
240,4879,85,2026-01-02,20040.12,Lost
241,2369,473,2025-09-24,25248.13,Won
242,8094,270,2026-02-15,47204.57,Pipeline
243,3933,236,2025-09-10,27401.96,Pipeline
244,5609,38,2025-05-27,29957.84,Pipeline
245,6636,292,2026-04-17,31836.58,Lost
246,6396,448,2026-01-20,46109.12,Pipeline
247,6102,125,2025-12-31,20018.75,Lost
248,9293,244,2025-11-16,45786.63,Pipeline
249,9863,94,2025-12-02,29270.99,Pipeline
250,5532,381,2025-09-30,3263.37,Won
251,4971,213,2025-08-05,20471.83,Pipeline
252,6345,37,2025-06-28,4806.91,Won
253,8409,382,2025-08-24,10897.48,Lost
254,376,86,2026-03-08,18410.32,Won
255,7888,188,2025-12-07,48097.39,Won
256,1610,159,2025-12-30,29585.69,Pipeline
257,2940,302,2025-07-18,49171.2,Pipeline
258,4063,131,2026-03-24,15681.92,Lost
259,1614,495,2025-11-12,33594.91,Won
260,6579,308,2025-07-20,27598.75,Won
261,7852,245,2025-07-26,19851.27,Pipeline
262,3680,82,2025-09-16,45452.14,Lost
263,7541,96,2025-12-17,23775.99,Lost
264,9489,396,2026-02-25,19954.46,Pipeline
265,7075,250,2026-03-03,12460.9,Won
266,3997,148,2026-02-17,37255.24,Won
267,4787,407,2026-03-18,30815.6,Won
268,5696,285,2025-09-12,12489.92,Won
269,9348,16,2025-12-29,41119.05,Pipeline
270,6999,100,2025-11-03,47453.68,Lost
271,2367,416,2026-03-07,34612.57,Won
272,6765,56,2025-08-22,21382.49,Pipeline
273,8977,257,2025-07-28,39682.4,Won
274,9274,425,2025-06-25,27931.94,Lost
275,1615,357,2025-12-28,1881.16,Lost
276,4556,347,2026-01-17,32904.65,Pipeline
277,2417,338,2025-08-09,38116.36,Won
278,7289,452,2025-10-15,14820.65,Lost
279,6863,285,2025-09-15,15232.21,Pipeline
280,3654,328,2025-10-22,16787.65,Won
281,6640,88,2025-07-28,34117.89,Pipeline
282,497,138,2025-12-13,11549.22,Lost
283,505,231,2025-04-25,35625.69,Won
284,7700,252,2026-03-02,6163.26,Lost
285,5734,220,2025-09-01,25951.51,Won
286,8056,451,2026-04-05,37890.32,Lost
287,3217,490,2026-03-30,33553.03,Lost
288,5689,496,2026-04-11,31348.17,Pipeline
289,9601,308,2025-07-15,36765.37,Won
290,4365,67,2026-03-20,6519.95,Lost
291,6043,241,2025-12-24,26706.91,Pipeline
292,1478,23,2025-05-15,41273.21,Pipeline
293,4961,155,2026-01-22,22198.24,Lost
294,2398,42,2026-03-28,11848.86,Won
295,8302,24,2025-11-17,5058.16,Lost
296,8842,319,2025-07-24,42281.54,Won
297,6195,363,2025-09-02,46980.96,Pipeline
298,7571,8,2025-12-10,31536.94,Lost
299,7731,392,2026-04-09,878.86,Lost
300,1500,431,2025-11-27,2800.57,Pipeline
301,7236,273,2026-03-14,9011.58,Won
302,596,33,2025-09-29,1050.46,Pipeline
303,979,384,2025-04-29,26188.1,Won
304,731,10,2025-05-19,14243.79,Pipeline
305,57,368,2026-01-07,9695.76,Lost
306,2244,229,2026-03-29,20405.96,Lost
307,5880,139,2026-02-17,8518.27,Pipeline
308,1702,474,2025-05-11,29634.31,Lost
309,7230,51,2025-10-13,4327.02,Pipeline
310,1287,481,2025-06-20,12894.53,Lost
311,8304,491,2026-04-07,4963.49,Won
312,9394,114,2025-05-28,44943.91,Lost
313,948,328,2026-01-11,16062.82,Won
314,4122,157,2026-02-07,37844.58,Won
315,6554,462,2026-02-22,6885.88,Lost
316,758,84,2025-04-28,38837.19,Pipeline
317,5652,290,2026-03-31,24488.77,Won
318,7274,360,2026-03-09,37388.61,Pipeline
319,3536,118,2025-11-26,24651.87,Won
320,2294,395,2026-02-20,9006.9,Pipeline
321,1105,136,2026-02-27,6919.78,Pipeline
322,8854,257,2025-08-26,11476.35,Pipeline
323,909,283,2025-11-30,23497.08,Lost
324,6540,207,2025-11-13,24951.74,Lost
325,4618,371,2025-12-10,24754.72,Pipeline
326,7070,177,2026-02-14,30292.46,Won
327,2312,276,2025-08-22,6398.61,Lost
328,790,222,2025-10-18,42950.67,Won
329,172,373,2025-08-29,43252.92,Pipeline
330,7990,47,2026-02-04,31231.96,Won
331,1886,278,2025-05-24,41119.71,Lost
332,8668,461,2025-08-04,10288.38,Pipeline
333,1050,486,2025-10-20,25136.81,Won
334,4130,471,2025-05-11,7038.0,Pipeline
335,1162,22,2025-05-18,28432.0,Lost
336,816,195,2026-03-31,49172.51,Won
337,3767,126,2026-01-30,10052.17,Won
338,8946,335,2025-09-23,9995.96,Pipeline
339,4662,242,2026-02-26,40732.97,Lost
340,8654,77,2025-09-25,20493.43,Won
341,3240,79,2026-03-13,13689.31,Won
342,8273,312,2026-04-08,10674.17,Pipeline
343,2805,22,2026-03-18,28782.75,Won
344,8032,204,2026-02-21,26564.77,Won
345,870,112,2025-04-24,45928.2,Pipeline
346,5527,428,2025-05-02,24082.24,Lost
347,7742,81,2025-11-13,29523.02,Lost
348,4695,384,2025-06-11,24382.25,Lost
349,8999,445,2025-05-30,42802.63,Won
350,1935,378,2026-02-12,6541.27,Won
351,5173,480,2025-12-06,21966.09,Pipeline
352,704,429,2025-10-28,43473.71,Pipeline
353,2524,169,2025-07-01,2410.97,Lost
354,2640,50,2025-06-30,37805.58,Lost
355,6160,330,2026-01-15,13401.08,Lost
356,3910,237,2025-06-22,38971.02,Pipeline
357,1165,171,2025-06-29,29799.56,Pipeline
358,620,373,2026-04-08,20582.33,Pipeline
359,7983,402,2026-03-05,39323.84,Won
360,3067,169,2025-07-26,12415.32,Won
361,4873,467,2025-08-11,20519.63,Won
362,8639,107,2025-08-28,6712.23,Lost
363,2338,242,2025-06-24,9485.67,Pipeline
364,8401,91,2025-07-17,25699.59,Pipeline
365,5595,8,2025-05-05,12553.75,Won
366,2461,377,2026-04-20,7689.81,Won
367,6821,18,2025-09-08,22014.78,Lost
368,5547,366,2025-10-13,9139.39,Won
369,3443,350,2025-07-18,44100.77,Lost
370,2712,187,2026-04-13,44434.6,Pipeline
371,1292,153,2025-12-12,45436.58,Won
372,5375,51,2026-02-06,48092.82,Pipeline
373,9593,129,2025-04-28,12723.82,Pipeline
374,2656,358,2025-09-05,28519.31,Pipeline
375,6514,210,2025-12-16,15148.42,Pipeline
376,7395,177,2025-09-18,9152.47,Lost
377,705,462,2025-09-07,13961.9,Won
378,826,500,2026-02-02,16540.54,Pipeline
379,9197,141,2026-02-01,23258.95,Lost
380,377,495,2026-03-09,7878.87,Lost
381,973,345,2025-06-28,4198.88,Won
382,4214,320,2025-08-09,19767.3,Lost
383,444,8,2026-02-16,28718.94,Pipeline
384,7520,444,2025-05-06,40780.57,Won
385,755,147,2026-01-01,25106.74,Lost
386,4736,62,2026-02-21,35027.28,Won
387,5397,424,2026-02-16,43172.43,Won
388,3466,374,2025-06-22,33980.5,Won
389,2712,309,2026-03-17,9418.92,Lost
390,2408,113,2025-06-11,32230.12,Pipeline
391,8815,361,2025-05-06,49024.02,Lost
392,5589,370,2025-08-20,40929.01,Pipeline
393,6105,361,2025-04-27,27566.25,Pipeline
394,5748,373,2025-06-06,44374.53,Pipeline
395,1724,3,2025-07-13,3158.24,Lost
396,7225,378,2026-01-18,39102.19,Lost
397,1920,29,2026-01-14,31950.71,Pipeline
398,919,80,2026-03-07,9460.06,Lost
399,4216,391,2025-11-03,39134.4,Won
400,582,497,2025-11-06,46765.72,Won
401,3882,62,2025-07-14,37871.82,Pipeline
402,9879,437,2026-04-09,35179.49,Won
403,3910,85,2025-12-12,37601.53,Pipeline
404,2000,238,2026-01-18,6055.6,Won
405,401,171,2026-02-15,44689.5,Pipeline
406,3649,270,2025-09-04,31475.38,Won
407,5446,423,2025-12-25,14699.24,Won
408,2629,280,2026-04-21,4164.74,Lost
409,1657,496,2026-02-07,38175.78,Won
410,621,222,2025-12-17,32998.62,Lost
411,247,248,2025-05-24,33393.99,Pipeline
412,5213,289,2025-05-13,23367.56,Pipeline
413,3340,372,2025-12-20,43111.61,Pipeline
414,6759,342,2025-08-11,45152.79,Won
415,7087,458,2025-05-10,28380.86,Won
416,3011,62,2026-04-18,39645.89,Pipeline
417,4720,62,2025-10-04,39529.81,Pipeline
418,2369,459,2026-03-30,34134.85,Lost
419,1840,463,2025-05-25,19852.76,Lost
420,2904,370,2025-08-01,19886.42,Lost
421,6206,368,2026-02-11,11143.97,Pipeline
422,4396,439,2025-07-30,2296.06,Pipeline
423,5768,478,2025-05-13,18511.72,Won
424,3692,14,2025-08-16,33145.55,Pipeline
425,7471,96,2025-09-27,20538.84,Won
426,3842,62,2025-07-28,31570.13,Lost
427,4349,26,2026-04-19,41367.8,Won
428,6622,469,2026-04-14,27762.27,Pipeline
429,1393,253,2026-03-19,20456.56,Pipeline
430,6061,5,2025-05-24,2268.12,Lost
431,4256,431,2025-08-04,19639.17,Lost
432,4301,204,2025-12-22,30885.71,Won
433,3339,29,2025-12-23,43629.7,Lost
434,5488,405,2025-12-12,14755.02,Pipeline
435,3515,153,2025-10-01,18653.74,Lost
436,760,437,2025-07-13,20123.94,Won
437,9916,80,2025-08-03,39290.04,Lost
438,8622,479,2025-06-20,35314.3,Pipeline
439,6794,340,2025-12-17,5349.63,Pipeline
440,2460,479,2026-03-09,15469.39,Lost
441,5274,75,2025-08-04,45063.89,Pipeline
442,1719,56,2025-08-14,36356.2,Won
443,9458,372,2026-01-18,41650.08,Won
444,5424,445,2026-01-06,31981.88,Won
445,1309,32,2025-08-20,41306.48,Lost
446,1051,240,2025-10-22,37361.03,Won
447,5480,136,2025-05-15,38105.84,Pipeline
448,2250,471,2026-02-08,24016.53,Pipeline
449,2810,200,2026-03-09,29713.56,Won
450,2922,386,2025-07-04,33555.37,Won
451,4677,411,2026-01-29,6655.58,Pipeline
452,4042,292,2025-10-29,45306.47,Lost
453,2418,355,2025-08-01,15647.5,Pipeline
454,533,407,2025-11-27,13933.1,Pipeline
455,9091,297,2026-03-18,24147.92,Pipeline
456,8168,368,2025-09-16,34738.38,Lost
457,1470,397,2025-11-15,31327.52,Lost
458,9445,479,2025-11-14,25989.52,Pipeline
459,7293,109,2025-09-25,5248.96,Pipeline
460,8962,478,2026-01-15,47729.3,Pipeline
461,9026,390,2025-07-13,578.84,Won
462,7143,187,2026-04-07,21830.11,Won
463,6001,148,2025-04-22,42304.62,Pipeline
464,7082,346,2026-03-02,1511.66,Pipeline
465,4650,356,2025-11-13,30400.45,Pipeline
466,6932,275,2025-07-04,46047.36,Pipeline
467,3425,342,2025-04-23,7475.34,Lost
468,1092,140,2025-10-01,22841.63,Pipeline
469,9389,3,2026-03-14,47416.85,Pipeline
470,9853,117,2025-10-08,44254.79,Lost
471,7850,389,2025-06-25,3572.71,Won
472,4655,69,2025-11-04,24514.41,Pipeline
473,261,427,2025-12-22,46818.8,Won
474,5937,471,2025-06-17,36099.08,Won
475,9378,462,2026-03-19,25461.22,Won
476,4371,53,2026-03-16,749.38,Won
477,4302,497,2025-07-27,26123.78,Lost
478,7208,167,2025-12-22,46039.84,Lost
479,5820,7,2026-04-04,27487.29,Won
480,9059,122,2025-11-21,8043.17,Won
481,93,291,2025-08-13,37423.16,Won
482,5162,358,2026-04-02,20793.92,Won
483,7633,206,2025-12-20,30884.13,Lost
484,9544,437,2025-07-05,49473.65,Won
485,6209,273,2025-11-08,46661.45,Pipeline
486,8557,455,2026-04-08,25080.87,Lost
487,4917,276,2026-03-08,13108.33,Pipeline
488,3719,34,2026-04-02,1714.03,Lost
489,6126,126,2025-11-17,20696.01,Lost
490,1925,286,2026-01-10,7388.87,Won
491,3096,114,2026-03-08,11647.11,Won
492,6684,296,2025-10-21,35606.09,Lost
493,5182,397,2025-05-26,7499.79,Won
494,2539,435,2025-07-21,48982.29,Lost
495,9489,390,2026-02-09,8122.33,Pipeline
496,2277,312,2025-08-25,44836.77,Pipeline
497,8195,375,2026-03-06,17342.87,Pipeline
498,9946,371,2025-08-18,31262.6,Won
499,911,91,2025-07-29,26891.81,Pipeline
500,307,125,2025-07-29,2953.08,Lost
501,6576,18,2025-10-24,38880.53,Won
502,4232,88,2026-04-14,8904.57,Won
503,6029,224,2026-01-07,10515.78,Lost
504,6659,359,2026-02-14,26136.49,Pipeline
505,6337,282,2026-03-30,1582.62,Won
506,9631,162,2026-03-15,35291.77,Lost
507,873,405,2025-07-17,11782.13,Pipeline
508,1142,28,2025-12-11,26591.49,Pipeline
509,666,261,2025-06-04,8759.02,Won
510,8401,362,2025-05-22,34966.4,Pipeline
511,952,338,2026-02-18,1231.0,Lost
512,9250,264,2025-08-13,17042.46,Lost
513,4723,235,2025-07-25,24351.37,Lost
514,4009,368,2025-08-24,8873.33,Lost
515,6656,162,2026-04-19,545.52,Won
516,6191,55,2025-10-12,44931.55,Lost
517,772,278,2025-12-15,42040.28,Won
518,4031,87,2026-04-02,2924.81,Won
519,7860,329,2025-11-10,38111.82,Lost
520,522,53,2026-03-20,13073.83,Lost
521,3356,311,2026-04-17,2116.92,Won
522,1401,411,2025-05-17,26715.71,Lost
523,3724,123,2025-07-14,45794.91,Lost
524,6580,334,2026-03-05,10781.61,Lost
525,3248,372,2025-11-28,9259.88,Won
526,1859,340,2025-05-07,45825.32,Pipeline
527,4782,410,2026-01-15,8750.91,Won
528,4065,41,2026-02-03,1011.13,Lost
529,2399,455,2025-12-11,42983.1,Pipeline
530,143,216,2025-08-03,2773.1,Pipeline
531,5063,73,2025-05-02,14609.74,Lost
532,3470,235,2026-03-29,13189.82,Lost
533,3696,71,2025-10-22,32743.12,Pipeline
534,718,229,2025-06-29,11974.13,Lost
535,643,196,2025-10-02,18754.64,Lost
536,2549,447,2025-12-05,35838.46,Lost
537,8562,331,2025-12-30,25067.47,Lost
538,3651,196,2025-07-30,33332.73,Pipeline
539,7550,220,2025-08-15,8805.83,Won
540,8979,183,2025-09-04,47472.57,Won
541,950,177,2026-02-23,26448.55,Lost
542,5445,475,2025-06-25,1175.03,Lost
543,522,337,2025-11-18,18660.67,Won
544,6633,360,2026-02-04,37087.7,Lost
545,6049,134,2025-08-12,18265.68,Lost
546,355,465,2025-06-01,23474.41,Won
547,1483,235,2026-03-16,9023.36,Won
548,9840,437,2026-04-13,12560.46,Lost
549,6995,140,2025-11-14,1997.16,Won
550,2216,488,2025-11-06,26932.4,Pipeline
551,4717,257,2026-01-06,29320.23,Lost
552,8620,285,2026-03-31,6892.89,Won
553,5822,90,2025-12-10,17379.12,Pipeline
554,2538,328,2025-09-08,23489.62,Lost
555,6340,51,2025-10-18,49239.22,Won
556,8737,186,2025-10-10,20881.2,Pipeline
557,4920,478,2026-04-09,15217.52,Won
558,7076,286,2025-08-01,26993.29,Won
559,3766,320,2026-02-19,32580.44,Pipeline
560,8851,122,2025-12-10,24991.21,Pipeline
561,7083,179,2026-04-13,21766.03,Lost
562,2828,132,2026-01-09,29195.13,Won
563,2059,88,2026-02-17,27286.66,Won
564,7750,218,2025-10-29,16142.79,Lost
565,731,200,2026-04-14,21692.74,Pipeline
566,1833,95,2025-06-02,17296.9,Pipeline
567,8601,82,2026-04-04,23123.45,Lost
568,6506,445,2026-01-31,42388.67,Pipeline
569,7171,162,2025-06-22,25830.94,Won
570,4180,315,2025-09-07,18716.21,Pipeline
571,6300,289,2025-08-15,44968.68,Won
572,7831,296,2026-03-18,16363.89,Pipeline
573,4803,73,2025-04-29,27949.11,Pipeline
574,6058,340,2025-11-02,24880.85,Lost
575,6616,296,2025-09-09,46780.59,Won
576,6763,431,2025-11-08,17938.59,Lost
577,5544,174,2025-04-25,35317.87,Lost
578,8326,2,2025-12-22,32180.26,Won
579,4884,107,2025-12-18,600.28,Lost
580,7051,167,2025-08-28,35946.96,Pipeline
581,4960,21,2026-03-23,30730.1,Pipeline
582,667,462,2026-01-07,19605.33,Lost
583,277,350,2026-02-17,42784.25,Pipeline
584,882,42,2025-05-08,9829.16,Pipeline
585,2061,302,2026-01-03,41691.17,Won
586,2083,115,2026-02-01,49790.67,Lost
587,6703,371,2025-06-07,22565.43,Pipeline
588,9430,17,2026-04-11,22888.14,Lost
589,159,289,2026-02-18,41487.62,Lost
590,5230,331,2025-07-20,28282.48,Pipeline
591,7957,42,2026-04-12,19949.67,Pipeline
592,7515,496,2025-06-30,20959.63,Won
593,7804,229,2025-07-13,4899.59,Pipeline
594,2527,264,2025-08-08,25899.29,Pipeline
595,8303,132,2026-04-20,10439.46,Pipeline
596,7804,487,2026-01-03,35157.39,Pipeline
597,6575,106,2026-02-07,39793.91,Won
598,8734,139,2026-04-22,23828.35,Won
599,1139,149,2026-03-26,16753.88,Pipeline
600,7258,388,2026-01-29,30395.01,Won
601,3284,239,2025-04-23,929.58,Lost
